NDVI,LST,TA,CLASS
0.413016782,279.9322851,5,No_fire
0.411648563,283.2088823,5,No_fire
0.410280345,284.1700264,5,No_fire
0.408912127,280.8398461,5,No_fire
0.407543908,281.9708596,5,No_fire
0.40617569,284.406791,5,No_fire
0.404807472,281.8849658,5,No_fire
0.403439253,288.3767628,5,No_fire
0.402071035,286.2450543,5,No_fire
0.400702817,290.7618153,5,No_fire
0.399334598,284.1310939,5,No_fire
0.39796638,280.3540067,5,No_fire
0.396598162,282.1425008,5,No_fire
0.395229943,283.7859068,5,No_fire
0.393861725,278.0905841,5,No_fire
0.392493506,285.1411914,5,No_fire
0.396997685,288.7589398,5,No_fire
0.401501863,275.7673835,5,No_fire
0.406006042,278.7410744,5,No_fire
0.41051022,278.2565143,5,No_fire
0.415014399,277.3951956,5,No_fire
0.419518577,281.9722741,5,No_fire
0.424022756,278.4750732,5,No_fire
0.428526934,279.0737138,5,No_fire
0.433031112,282.3052859,5,No_fire
0.437535291,280.3877483,5,No_fire
0.442039469,281.3360858,5,No_fire
0.446543648,281.7482096,5,No_fire
0.451047826,286.3420545,5,No_fire
0.45215118,284.4722732,5,No_fire
0.453254533,286.7863721,5,No_fire
0.454357886,283.6546908,5,No_fire
0.45546124,283.4006009,5,No_fire
0.456564593,285.3926495,5,No_fire
0.457667947,281.8248126,5,No_fire
0.4587713,285.9580164,5,No_fire
0.459874654,278.5140897,5,No_fire
0.460978007,284.831781,5,No_fire
0.462081361,284.9730832,5,No_fire
0.463184714,286.6749359,5,No_fire
0.464288068,285.521999,5,No_fire
0.465391421,283.1263736,5,No_fire
0.466494775,285.2191735,5,No_fire
0.467598128,284.5315688,5,No_fire
0.468701481,281.636554,5,No_fire
0.461329112,281.1722857,5,No_fire
0.453956743,288.515883,5,No_fire
0.446584373,275.790279,5,No_fire
0.439212004,286.8893378,5,No_fire
0.431839634,288.4579066,5,No_fire
0.424467265,288.3991449,5,No_fire
0.417094895,290.2337523,5,No_fire
0.409722526,286.8426682,5,No_fire
0.402350156,287.7861622,5,No_fire
0.394977787,289.6835634,5,No_fire
0.387605418,289.6903422,5,No_fire
0.380233048,287.8946408,5,No_fire
0.372860679,287.0796645,5,No_fire
0.365488309,290.3576993,5,No_fire
0.35811594,291.4360481,5,No_fire
0.35074357,290.8608556,5,No_fire
0.34910565,281.5469665,9,No_fire
0.34746773,283.6404113,9,No_fire
0.34582981,285.3518497,5,No_fire
0.34419189,288.9657651,9,No_fire
0.342553971,291.0253923,8,No_fire
0.340916051,288.7467173,5,No_fire
0.339278131,286.3904602,5,No_fire
0.337640211,287.0215681,5,No_fire
0.336002291,289.3443859,9,No_fire
0.334364371,289.6321976,9,No_fire
0.332726451,290.1219509,8,No_fire
0.331088531,290.3308354,5,No_fire
0.329450611,291.989253,8,No_fire
0.327812691,294.2635521,5,No_fire
0.326174771,288.8818456,5,No_fire
0.324536851,289.7283307,8,No_fire
0.320032985,290.6434555,5,No_fire
0.31552912,294.4408356,5,No_fire
0.311025254,290.8778669,8,No_fire
0.306521388,290.0850864,8,No_fire
0.302017523,291.6923193,5,Fire
0.297513657,291.6558251,8,Fire
0.293009791,294.1920293,5,No_fire
0.288505925,293.9241046,5,No_fire
0.28400206,293.97008,5,No_fire
0.279498194,291.8005944,5,No_fire
0.274994328,294.2190187,5,No_fire
0.270490463,291.0680106,5,No_fire
0.265986597,287.5175373,5,Fire
0.261482731,295.547638,5,Fire
0.256978866,295.1017516,5,Fire
0.252475,295.3214898,5,Fire
0.251637812,291.5070358,5,No_fire
0.250800625,299.0377863,5,No_fire
0.249963437,295.5656182,5,No_fire
0.24912625,292.6842333,5,No_fire
0.248289062,289.9951069,5,No_fire
0.247451875,291.7760483,5,No_fire
0.246614687,293.9276272,5,No_fire
0.2457775,292.2695719,5,No_fire
0.244940312,293.482457,5,No_fire
0.244103125,292.376291,5,No_fire
0.243265937,292.3846276,4,No_fire
0.24242875,289.2718324,4,No_fire
0.241591562,287.3983265,4,No_fire
0.240754375,288.3896494,5,No_fire
0.239917187,286.9985105,5,No_fire
0.23908,292.5498376,5,No_fire
0.249998929,290.0878939,5,No_fire
0.260917857,293.3830786,5,No_fire
0.271836786,294.9036751,5,No_fire
0.282755714,293.0158215,5,No_fire
0.293674643,290.1898787,5,No_fire
0.304593571,289.9497819,5,No_fire
0.3155125,296.387401,4,No_fire
0.326431429,296.027322,5,No_fire
0.337350357,299.5282335,5,No_fire
0.348269286,295.067817,5,No_fire
0.359188214,295.4110254,5,No_fire
0.370107143,294.5555417,5,No_fire
0.381026071,294.3842988,5,No_fire
0.391945,302.2236172,5,No_fire
0.402863929,300.4601231,4,No_fire
0.413782857,290.6411614,5,No_fire
0.424701786,291.0736455,5,No_fire
0.435620714,292.1402321,4,No_fire
0.446539643,293.9511745,5,No_fire
0.457458571,290.1991328,5,No_fire
0.4683775,295.5051503,5,No_fire
0.479296429,295.9565984,5,No_fire
0.490215357,297.136522,5,No_fire
0.501134286,296.4455512,5,No_fire
0.512053214,301.8986515,5,No_fire
0.522972143,298.705868,5,No_fire
0.533891071,298.2377074,4,No_fire
0.54481,299.2115002,4,No_fire
0.555728929,297.7551626,5,No_fire
0.566647857,301.9905364,5,No_fire
0.577566786,297.8613599,5,No_fire
0.588485714,305.2444498,5,No_fire
0.573807685,301.6302563,5,Fire
0.559129656,307.276094,5,Fire
0.544451627,306.3291791,5,No_fire
0.529773598,303.1545935,5,No_fire
0.515095569,307.0201463,5,No_fire
0.50041754,303.2379612,5,No_fire
0.48573951,312.6877444,5,No_fire
0.471061481,300.6845374,5,No_fire
0.456383452,305.9184277,5,No_fire
0.441705423,304.5477259,5,No_fire
0.427027394,303.2229839,5,No_fire
0.412349365,305.4884427,5,No_fire
0.397671336,306.7221945,5,No_fire
0.382993307,306.5028177,5,No_fire
0.368315277,298.7247119,5,No_fire
0.353637248,312.7880534,5,No_fire
0.350356837,303.1744276,5,No_fire
0.347076425,310.6129564,5,No_fire
0.343796013,304.2123848,5,No_fire
0.340515602,309.9292663,5,No_fire
0.33723519,309.0831289,5,No_fire
0.333954779,306.8591846,5,No_fire
0.330674367,308.1780464,8,No_fire
0.327393955,300.3039183,5,No_fire
0.324113544,308.7617324,5,No_fire
0.320833132,300.8215813,5,Fire
0.31755272,304.5872435,5,No_fire
0.314272309,304.2886086,5,No_fire
0.310991897,304.0419405,5,No_fire
0.307711486,304.7916955,5,No_fire
0.304431074,299.4746634,5,No_fire
0.301150662,310.0541023,5,No_fire
0.302737464,308.2857774,5,No_fire
0.304324265,314.7164351,5,No_fire
0.305911066,312.7249238,5,No_fire
0.307497868,313.5021969,5,Fire
0.309084669,312.6224248,5,No_fire
0.310671471,308.0428797,9,No_fire
0.312258272,308.7305566,5,No_fire
0.313845073,302.3535501,5,No_fire
0.315431875,307.3960321,5,No_fire
0.317018676,309.5155135,5,No_fire
0.318605477,314.1762548,5,No_fire
0.320192279,307.2672476,8,Fire
0.32177908,307.4804121,5,Fire
0.323365882,308.410093,9,Fire
0.324952683,301.4765572,9,Fire
0.326539484,312.5005387,9,Fire
0.32376752,308.9180313,9,Fire
0.320995556,315.978981,8,Fire
0.318223592,308.1928453,9,Fire
0.315451628,310.1748469,5,Fire
0.312679664,307.6740522,9,Fire
0.3099077,312.0701605,5,Fire
0.307135736,311.1310215,9,Fire
0.304363772,303.6674185,9,Fire
0.301591808,315.273758,5,Fire
0.298819844,307.831034,5,Fire
0.29604788,314.3384341,5,Fire
0.293275916,312.1908964,5,Fire
0.290503952,312.564064,5,Fire
0.287731988,317.2382694,5,Fire
0.284960024,307.4993399,5,Fire
0.28218806,314.0250689,5,Fire
0.285061233,310.5833896,9,Fire
0.287934405,318.5159502,5,Fire
0.290807578,306.2381549,9,Fire
0.293680751,308.4572756,5,Fire
0.296553924,312.7201318,5,Fire
0.299427097,305.8927742,5,Fire
0.30230027,313.8495096,5,Fire
0.305173442,308.7976451,5,Fire
0.308046615,316.2482563,5,Fire
0.310919788,314.6620777,5,Fire
0.313792961,314.4171652,9,Fire
0.316666134,312.7422167,8,Fire
0.319539307,312.1265012,8,Fire
0.322412479,316.3970826,5,Fire
0.325285652,308.3550146,5,Fire
0.328158825,318.1193743,5,Fire
0.322419033,311.7234311,5,Fire
0.31667924,316.3220875,5,Fire
0.310939448,311.5808785,9,Fire
0.305199656,311.9962965,9,Fire
0.299459863,315.0657927,9,Fire
0.293720071,309.3574974,9,Fire
0.287980278,318.5257541,9,Fire
0.282240486,311.9771516,9,Fire
0.276500694,316.3574501,9,Fire
0.270760901,312.06425,9,Fire
0.265021109,312.535173,8,Fire
0.259281316,312.4190061,9,Fire
0.253541524,311.0403757,9,Fire
0.247801732,315.4716133,9,Fire
0.242061939,312.239444,9,Fire
0.236322147,317.0334814,9,Fire
0.252742419,313.2699936,9,Fire
0.269162691,317.5480077,9,Fire
0.285582962,315.1740508,9,Fire
0.302003234,314.1102401,9,Fire
0.318423506,316.2051557,9,Fire
0.334843778,308.925865,9,Fire
0.35126405,316.9534526,9,Fire
0.367684322,310.0214641,9,Fire
0.384104594,313.8053177,9,Fire
0.400524865,309.8871242,9,Fire
0.416945137,313.3820836,9,Fire
0.433365409,314.2463574,9,Fire
0.449785681,313.9844982,9,Fire
0.466205953,316.9139756,9,Fire
0.482626225,310.9804284,8,Fire
0.499046496,316.399148,8,Fire
0.487408496,309.5517039,9,Fire
0.475770496,317.7693337,9,Fire
0.464132496,313.8972027,9,Fire
0.452494496,317.4880985,9,Fire
0.440856496,317.2744633,9,Fire
0.429218495,308.9549081,9,Fire
0.417580495,313.7689344,9,Fire
0.405942495,307.8196181,9,Fire
0.394304495,311.8169233,9,Fire
0.382666495,308.5679556,9,Fire
0.371028495,311.5482493,9,Fire
0.359390494,313.625394,9,Fire
0.347752494,309.9116389,9,Fire
0.336114494,312.7476506,9,Fire
0.324476494,307.7348335,9,Fire
0.312838494,314.4404246,9,Fire
0.317986535,311.4176382,9,Fire
0.323134577,312.3342569,9,Fire
0.328282618,310.7870512,9,Fire
0.333430659,310.3786892,9,Fire
0.338578701,312.9524892,9,Fire
0.343726742,310.8028004,9,Fire
0.348874784,315.6343566,9,Fire
0.354022825,312.2510269,9,Fire
0.359170866,315.9033446,9,Fire
0.364318908,312.2537592,9,Fire
0.369466949,305.5091688,9,Fire
0.374614991,306.7436534,9,Fire
0.379763032,308.3382718,9,Fire
0.384911073,306.5590103,9,Fire
0.390059115,306.2023915,9,Fire
0.395207156,310.5822021,9,Fire
0.395135744,307.8102396,9,Fire
0.395064331,309.4921432,9,Fire
0.394992918,309.3863602,9,Fire
0.394921506,306.7731238,9,Fire
0.394850093,309.6915477,9,Fire
0.394778681,305.7660965,9,Fire
0.394707268,310.8439776,9,Fire
0.394635855,305.9686665,9,Fire
0.394564443,311.440693,9,Fire
0.39449303,304.1572206,9,Fire
0.394421618,309.7120354,9,Fire
0.394350205,306.958773,9,Fire
0.394278792,307.647515,9,Fire
0.39420738,308.8666275,9,Fire
0.394135967,307.3242376,9,Fire
0.394064555,310.9073162,9,Fire
0.397394787,308.5217994,9,Fire
0.400725019,310.6951839,9,Fire
0.404055251,310.1220225,9,Fire
0.407385484,308.6185387,9,Fire
0.410715716,309.8692712,9,Fire
0.414045948,305.4660499,9,Fire
0.417376181,307.5759358,9,Fire
0.420706413,304.2975413,9,Fire
0.424036645,311.528644,9,Fire
0.427366877,300.2177243,9,Fire
0.43069711,306.1015017,5,Fire
0.434027342,302.7326164,9,Fire
0.437357574,304.1681303,9,Fire
0.440687806,307.9644326,9,Fire
0.444018039,303.9403931,9,Fire
0.447348271,306.8737854,9,Fire
0.446872767,303.8558546,9,Fire
0.446397264,306.6904441,9,Fire
0.44592176,305.3670499,9,Fire
0.445446257,303.9742749,9,Fire
0.444970753,305.4736448,9,Fire
0.44449525,301.8650606,9,Fire
0.444019746,303.7142833,9,No_fire
0.443544243,297.1652052,9,Fire
0.443068739,298.1033873,9,Fire
0.442593236,296.1548617,9,Fire
0.442117732,291.1025385,9,Fire
0.441642228,297.8236473,9,Fire
0.441166725,299.46271,8,Fire
0.440691221,301.4797995,8,Fire
0.440215718,299.5851813,8,Fire
0.439740214,301.0587452,5,Fire
0.433132951,298.7148223,5,Fire
0.426525688,300.999654,9,Fire
0.419918424,298.6157169,5,Fire
0.413311161,299.7122518,8,Fire
0.406703897,299.2528571,8,Fire
0.400096634,295.8859288,8,Fire
0.393489371,294.4229016,5,Fire
0.386882107,288.9651027,5,No_fire
0.380274844,293.7324698,5,No_fire
0.37366758,292.7388272,8,No_fire
0.367060317,292.8627883,5,No_fire
0.360453054,292.5370664,8,No_fire
0.35384579,295.5915672,5,No_fire
0.347238527,294.4179037,5,No_fire
0.340631263,293.903163,5,No_fire
0.334024,296.9324912,8,No_fire
0.337861923,297.1645336,9,Fire
0.341699846,297.8249058,5,No_fire
0.345537769,289.9607605,8,No_fire
0.349375692,286.8092176,9,No_fire
0.353213615,288.0385888,5,No_fire
0.357051538,289.4672426,5,No_fire
0.360889462,289.4389791,9,No_fire
0.364727385,288.3990841,9,No_fire
0.368565308,290.5704619,5,No_fire
0.372403231,286.2316621,5,No_fire
0.376241154,287.620224,9,No_fire
0.380079077,289.5261424,5,No_fire
0.383917,288.2584143,8,No_fire
0.387754923,290.9927049,5,No_fire
0.391592846,289.064454,5,Fire
0.395430769,290.2609805,5,Fire
0.391469871,288.6550432,9,Fire
0.387508973,289.3366976,5,Fire
0.383548075,289.6995284,5,Fire
0.379587177,287.1771855,5,Fire
0.375626279,286.9619294,5,Fire
0.371665381,288.3688119,5,Fire
0.367704483,289.6604296,5,Fire
0.363743585,286.3483469,5,Fire
0.359782687,285.2966736,5,Fire
0.355821788,284.7208525,5,Fire
0.35186089,287.851355,5,Fire
0.347899992,285.3375029,5,Fire
0.343939094,284.7129598,5,No_fire
0.339978196,290.2209065,5,No_fire
0.336017298,283.2094063,5,No_fire
0.3320564,284.6028355,5,No_fire
0,286.8527134,5,No_fire
0,288.8128431,5,No_fire
0,289.3229329,5,No_fire
0,284.8563715,5,No_fire
0,282.2122171,5,No_fire
0,281.3900696,5,No_fire
0,290.6234587,8,No_fire
0,282.3756662,5,No_fire
0,285.0959239,5,No_fire
0,279.8687292,8,No_fire
0,281.404568,5,No_fire
0,284.1083393,5,No_fire
0,279.1665022,5,No_fire
